Clause,Line_ID,Paragraph
11,Clause_11_2,"Deducting hire does not constitute ChartererÃÂÃÂÃÂÃÂs will or intention of redelivery, as far as it is reimbursed as soon as possible."
12,Clause_12_1,"Charterers to have the benefit of any return insurance premium insurance received by Owners from Underwriters (as and when received from Underwriters) by reason of the vessel being in port for a minimum period of 30 days, provided vessel is on hire."
12,Clause_12_2,Charterers to have the benefit of Owners P&I Association as far as its rules permit. Owners P&I club: The Britannia Steam Ship Insurance Association Limited
12,Clause_12_2,Charterers to have the benefit of Owners P&I Association as far as its rules permit.
12,Clause_12_2,Charterers to have the benefit of Owners P&I Association as far as its rules permit. Owners P&I club: as per P&I cover.
13,Clause_13_1,"Stevedores to be appointed and paid for by the Charterers. Should any damage be caused to the vessel or her fittings by the stevedores during the currency of this charter, the master shall notify Charterers within 48 hours from the occurrence of the damage (for hidden damages within 24 hours after Owners/ Master have been informed or noticed such damage) and is obliged to allow stevedores to repair such damage and to settle the matter directly with them. In case Owners do not succeed in obtaining direct settlement from stevedores, Charterers are to remain responsible for damages caused by stevedores provided:"
13,Clause_13_2,"Owners or master have notified the Charterers per email, or telefax, with full details if the damage within 48 hours after damage has been occurred / seen but latest prior to vessel's departure from the port where the damage occurred (or for hidden damages latest before loading the first cargo after redelivery of the vessel by Charterers under this Charter); and"
13,Clause_13_2,"- Owners or master have notified the Charterers per email, or telefax, with full details if the damage within 48 hours after damage has been occurred / seen but latest prior to vessel's departure from the port where the damage occurred (or for hidden damages latest before loading the first cargo after redelivery of the vessel by Charterers under this Charter); and"
13,Clause_13_3,"- In case of more than superficial damage is caused to the vessel by stevedores, Master / Owners to advise Charterers in sufficient time for Charterers to appoint an independent surveyor prior to vessel's departure from the port where damage occurred."
13,Clause_13_3,"In case of more than superficial damage is caused to the vessel by stevedores, Master / Owners to advise Charterers in sufficient time for Charterers to appoint an independent surveyor prior to vessel's departure from the port where damage occurred."
13,Clause_13_4,Any and all damage(s) affecting the vessel's seaworthiness are be repaired immediately by Owners at Charterers' time and costs. and the Vessel is to remain on hire until such repairs are completed and if required passed by the Vessel's classification society.
13,Clause_13_5,"For damages not affecting the vessel's seaworthiness, the Charterers shall have the liberty to redeliver the vessel without repairing the damages. Owners shall notify Charterers of intended place and date of repairs and shall allow Charterers' surveyor to attend. Charterers' surveyors shall approve the costs of repairs against the production of repair bills by repairers or dockyard, unless otherwise agreed."
13,Clause_13_6,Stevedores shall be under the orders and direction of the master but employed and paid for by the Charterers.
13,Clause_13_7,"Charterers shall not be responsible for any damage suffered by the Vessel and/or her equipment whilst loading or discharging, unless such damage is notified to Charterers representatives / agents in writing by the Master latest within 24 hours after the occurrence, except for hidden damages which are to be reported as soon as discovered but not later than Vessels redelivery from present Charter Party. In the event of stevedore damage:"
13,Clause_13_8,a.) Such damage to be entered into the Vessel's log book.
13,Clause_13_9,"b.) Master shall also have notified the stevedores or parties responsible for such damage in writing, with copy to Charterers."
13,Clause_13_10,c.) If the damage caused as above by Charterers or their stevedores affects the Vessel's sea worthiness or cargo worthiness is subject to Classification requirements then all such damage is to be repaired to the satisfaction of the Vessel's Classification Society prior to leaving the load / discharge port. Vessel remaining on hire and all costs being borne by charterers.
13,Clause_13_11,ADDITIONAL RIDER CLAUSES TO MV ALEXANDRA / BAHRI DRY BULK CHARTER PARTY DATED 07TH DECEMBER 2022
13,Clause_13_12,"d.) Owners to settle damages directly with stevedores, as when trading for their own account. Charterers to assist Owners in settling damages with stevedores. In case of failure to settle same directly, Charterers to remain ultimately responsible for settlement of damages with stevedores duly substantiated as above."
13,Clause_13_13,"e.) Damages for which Charterers are responsible are to be repaired or paid for by charterers and such repairs shall be affected at times when the Vessel is off hire by reason of repairs, dry docking or maintenance work for Owners' account."
13,Clause_13_14,"f.) Master will make every attempt to obtain written acknowledgement from the party causing the damage, but this without prejudice to paragraphs 'a' to 'e'."
14,Clause_14_1,"From the date of coming into force of the International Safety Management (ISM) code in relation to the vessel and thereafter during the currency of this Charter Party, the Owners shall procure that the vessel and ""the company"" (as defined by the ISM code) shall comply with the requirements of the ISM code. Upon request the Owners shall provide a copy of relevant Document of Compliance (DOC) and Safety Management Certificate (SMC) to the Charterers."
